,index,player,team,games,position,recTarg,recRec,recRec40s,recYds,recYds100Games,recTds,recTd40s,recDrops,catch,depth,ypt,ypr,rac,rzRecTarg,rzRecRec,rzRecTds,rzRecTargPct,rzRecRecPct,rzRecTdPct,ezRecTarg,ezRecTds,ezRecTargPct,ezRecRecPct,ezRecTdPct,rushCarries,rush40s,rushYds,rushYds100Games,rushTds,rushTd40s,ypc,yac,rushTa,tat,fumbles,rzRushCarries,rzRushTds,rzRushPct,rzRushTdPct,i5RushCarries,i5RushTds,i5RushPct,i5RushTdPct,patConversions,patAttempts,fantasyPts,ptsPerSnap,ptsPerTouch,FIN_W1,FIN_W2,FIN_W3,FIN_W4,FIN_W5,FIN_W6,FIN_W7,FIN_W8,FIN_W9,FIN_W10,FIN_W11,FIN_W12,FIN_W13,FIN_W14,FIN_W15,FIN_W16,FIN_W17,FIN_W18,SOS_W1,SOS_W2,SOS_W3,SOS_W4,SOS_W5,SOS_W6,SOS_W7,SOS_W8,SOS_W9,SOS_W10,SOS_W11,SOS_W12,SOS_W13,SOS_W14,SOS_W15,SOS_W16,SOS_W17,SOS_W18,ADP
98,24,Deon Jackson,IND,3,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,13,0,31,0,1,0,2.38,2.08,1,0.08,0,3,1,23.1,100.0,1,1,7.7,100.0,0,0,9.1,0.57,0.7,,,,,,,,,,,1.2,,7.9,,,,0.0,,,,,,,,,,,,67.0,,30.0,,,,83.0,,
99,182,Derek Watt,PIT,16,RB,3,3,0,15,0,0,0,0,100.0,-0.67,5.0,5.0,5.67,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1.0,1.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,4.6,0.05,1.15,0.0,,1.3,0.0,0.0,0.0,,0.0,1.3,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,87.0,,66.0,84.0,82.0,70.0,,81.0,64.0,58.0,83.0,78.0,71.0,70.0,79.0,89.0,81.0,83.0,
100,79,Derrick Gore,KC,9,RB,9,8,1,105,0,0,0,0,88.9,1.0,11.67,13.13,11.38,2,1,0,22.2,12.5,0.0,0,0,0.0,0.0,0.0,51,1,256,0,2,1,5.02,3.39,4,0.08,0,9,1,17.6,50.0,2,1,3.9,50.0,0,0,56.1,0.49,0.95,,,,,,,1.7,10.8,2.9,1.9,,,0.0,16.9,,13.4,5.5,3.0,,,,,,,58.0,28.0,56.0,58.0,,,71.0,12.0,,20.0,43.0,65.0,
101,43,Devine Ozigbo,NE,2,RB,1,1,0,7,0,0,0,0,100.0,2.0,7.0,7.0,5.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,-3,0,0,0,-3.0,1.0,1,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.4,0.13,0.7,,,,,0.0,,1.4,,,,,,,,,,,,,,,,82.0,,60.0,,,,,,,,,,,,
102,144,Devonta Freeman,BLT,16,RB,38,34,0,190,0,1,0,0,89.5,0.55,5.0,5.59,5.47,9,7,1,23.7,20.6,100.0,0,0,0.0,0.0,0.0,133,0,576,0,5,0,4.33,2.26,21,0.16,0,18,5,13.5,100.0,7,4,5.3,80.0,0,0,146.6,0.28,0.88,,2.9,0.8,0.4,6.5,11.3,12.9,,16.3,8.8,20.0,7.0,20.7,12.2,3.4,10.0,8.7,4.7,,60.0,70.0,77.0,43.0,23.0,21.0,,11.0,30.0,9.0,37.0,10.0,22.0,60.0,27.0,33.0,52.0,
103,130,Devontae Booker,NYG,16,RB,45,40,1,268,0,1,0,3,88.9,-0.44,5.96,6.7,7.58,2,2,1,4.4,5.0,100.0,0,0,0.0,0.0,0.0,145,0,593,0,2,0,4.09,2.58,12,0.08,0,16,2,11.0,100.0,5,1,3.4,50.0,0,0,144.1,0.28,0.78,2.3,2.1,,2.2,20.8,10.9,14.6,17.5,15.2,,3.0,3.7,9.4,12.4,10.2,8.6,6.6,4.6,64.0,67.0,,61.0,15.0,24.0,17.0,14.0,13.0,,50.0,52.0,26.0,21.0,27.0,31.0,37.0,54.0,
104,138,Duke Johnson Jr.,MIA,5,RB,5,4,0,41,0,0,0,1,80.0,-1.0,8.2,10.25,12.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,71,0,330,2,3,0,4.65,3.28,12,0.17,0,9,3,12.7,100.0,4,2,5.6,66.7,0,0,59.1,0.4,0.79,,,,,,,,,,,1.8,,,,25.7,3.9,8.5,19.2,,,,,,,,,,,62.0,,,,1.0,49.0,34.0,10.0,
105,125,Dwayne Washington,NO,5,RB,2,2,0,12,0,0,0,0,100.0,3.0,6.0,6.0,3.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,0,16,0,0,0,4.0,3.25,1,0.25,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,4.8,0.3,0.8,,,,2.1,0.0,,,,,0.8,1.9,,,,,,,,,,,63.0,82.0,,,,,69.0,59.0,,,,,,,,
106,181,Elijhaa Penny,NYG,17,RB,11,9,0,30,0,1,0,0,81.8,-0.82,2.73,3.33,4.78,2,2,1,18.2,22.2,100.0,1,1,9.1,11.1,100.0,24,0,99,0,1,0,4.13,3.33,5,0.21,0,3,1,12.5,100.0,1,1,4.2,100.0,1,1,33.9,0.24,1.03,0.0,0.5,0.6,0.0,0.4,8.6,2.4,2.6,4.7,,0.0,0.0,0.0,8.1,0.0,6.0,0.0,0.0,87.0,79.0,73.0,84.0,78.0,33.0,52.0,63.0,48.0,,83.0,78.0,71.0,31.0,79.0,44.0,83.0,83.0,
107,169,Gabe Nabers,LAC,9,RB,3,3,0,17,0,0,0,0,100.0,1.33,5.67,5.67,4.33,1,1,0,33.3,33.3,0.0,0,0,0.0,0.0,0.0,3,0,8,0,0,0,2.67,2.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.5,0.12,0.92,0.2,0.0,3.1,0.0,0.0,1.6,,,,,,,,0.0,0.4,,0.2,,83.0,85.0,56.0,84.0,82.0,56.0,,,,,,,,70.0,77.0,,78.0,,
108,27,Gary Brightwell,NYG,5,RB,1,1,0,6,0,0,0,0,100.0,0.0,6.0,6.0,6.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,4,0,0,0,4.0,2.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2.0,0.15,1.0,1.6,,0.4,,,,,,,,0.0,0.0,,,,,,,70.0,,78.0,,,,,,,,83.0,78.0,,,,,,,
109,152,Giovani Bernard,TB,12,RB,29,23,0,123,0,3,0,1,79.3,0.38,4.24,5.35,6.3,7,4,3,24.1,17.4,100.0,0,0,0.0,0.0,0.0,8,0,58,0,0,0,7.25,5.5,1,0.13,1,1,0,12.5,0.0,0,0,0.0,0.0,0,0,59.1,0.4,1.91,3.2,3.6,20.1,,11.5,2.4,2.5,10.7,,1.8,1.3,0.0,2.0,0.0,,,,,58.0,55.0,11.0,,30.0,52.0,51.0,29.0,,60.0,66.0,78.0,58.0,70.0,,,,,
110,179,Giovanni Ricci,CAR,16,RB,2,0,0,0,0,0,0,0,0.0,13.0,0.0,0.0,0.0,2,0,0,100.0,0.0,0.0,1,0,50.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,87.0,85.0,82.0,84.0,82.0,70.0,,81.0,75.0,77.0,83.0,78.0,,70.0,79.0,89.0,83.0,83.0,
111,31,Godwin Igwebuike,DET,10,RB,10,7,0,60,0,0,0,0,70.0,1.8,6.0,8.57,8.71,1,1,0,10.0,14.3,0.0,0,0,0.0,0.0,0.0,18,1,118,0,1,1,6.56,4.22,4,0.22,2,1,0,5.6,0.0,0,0,0.0,0.0,0,0,30.8,0.3,1.23,,,,,,,,8.8,,11.6,0.6,1.1,3.1,2.5,3.1,0.0,,,,,,,,,,33.0,,23.0,71.0,70.0,50.0,54.0,62.0,89.0,,,
112,41,Ito Smith,DAL,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,4,0,1,0,4.0,2.0,0,0.0,0,1,1,100.0,100.0,1,1,100.0,100.0,0,0,6.4,1.28,6.4,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,45.0,
113,190,J.J. Watt,ARZ,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,
114,94,JaMycal Hasty,SF,11,RB,27,23,0,157,0,0,0,0,85.2,2.96,5.81,6.83,5.57,5,3,0,18.5,13.0,0.0,1,0,3.7,0.0,0.0,16,0,68,0,1,0,4.25,2.5,2,0.13,1,4,1,25.0,100.0,2,1,12.5,100.0,0,0,51.5,0.33,1.32,8.8,9.9,,,,,4.6,5.3,4.3,,,,0.0,4.0,2.6,5.9,1.6,4.5,34.0,26.0,,,,,44.0,49.0,51.0,,,,71.0,44.0,64.0,45.0,71.0,56.0,
115,0,JaQuan Hardy,DAL,2,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,0,29,0,1,0,7.25,4.0,2,0.5,0,1,0,25.0,0.0,0,0,0.0,0.0,0,0,8.9,1.11,2.23,,,,,,,,,,,,,,0.3,,,,8.6,,,,,,,,,,,,,,67.0,,,,32.0,
116,60,Jacques Patrick,SF,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,12,0,0,0,6.0,1.5,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.2,0.2,0.6,,,,1.2,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,
117,47,Jake Funk,LA,4,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,5,0,0,0,2.5,2.5,0,0.0,0,1,0,50.0,0.0,0,0,0.0,0.0,0,0,0.5,0.03,0.25,,0.0,0.6,,,,,,,,,,,,,-0.1,0.0,,,85.0,73.0,,,,,,,,,,,,,103.0,83.0,,
118,175,Jakob Johnson,NE,17,RB,5,4,0,43,0,0,0,0,80.0,1.4,8.6,10.75,8.75,1,1,0,20.0,25.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,8.3,0.03,2.08,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.2,0.0,0.0,0.0,0.0,0.0,,0.0,1.9,0.0,0.0,87.0,85.0,82.0,84.0,82.0,70.0,43.0,72.0,75.0,77.0,83.0,78.0,71.0,,79.0,71.0,83.0,83.0,
119,121,Jalen Richard,LV,10,RB,14,12,0,72,0,0,0,0,85.7,0.07,5.14,6.0,5.75,2,1,0,14.3,8.3,0.0,0,0,0.0,0.0,0.0,9,0,40,0,0,0,4.44,2.22,0,0.0,0,2,0,22.2,0.0,0,0,0.0,0.0,0,0,23.2,0.2,1.1,,,,,1.4,1.3,5.5,,3.8,1.3,,0.0,,,0.0,1.9,3.3,4.7,,,,,71.0,60.0,40.0,,53.0,66.0,,78.0,,,79.0,71.0,56.0,52.0,
120,143,James White,NE,3,RB,14,12,0,94,0,0,0,0,85.7,3.36,6.71,7.83,6.0,1,1,0,7.1,8.3,0.0,0,0,0.0,0.0,0.0,10,0,38,0,1,0,3.8,1.4,1,0.1,0,2,1,20.0,100.0,0,0,0.0,0.0,0,0,31.2,0.5,1.42,12.1,18.5,0.6,,,,,,,,,,,,,,,,25.0,9.0,73.0,,,,,,,,,,,,,,,,
121,9,Jaret Patterson,WAS,15,RB,11,10,0,73,0,0,0,0,90.9,-0.73,6.64,7.3,8.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,68,0,266,0,2,0,3.91,2.6,11,0.16,1,6,2,8.8,100.0,1,1,1.5,50.0,0,0,55.9,0.37,0.72,0.9,,,2.2,1.3,1.3,0.0,4.6,,0.7,2.3,0.0,0.2,4.8,8.0,3.3,20.8,5.5,76.0,,,61.0,72.0,60.0,75.0,51.0,,70.0,56.0,78.0,69.0,42.0,33.0,59.0,11.0,49.0,
122,160,Jason Cabinda,DET,14,RB,7,4,0,16,0,1,0,1,57.1,0.71,2.29,4.0,2.0,1,1,1,14.3,25.0,100.0,0,0,0.0,0.0,0.0,3,0,23,0,0,0,7.67,4.0,1,0.33,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,13.9,0.1,1.99,0.0,1.4,0.0,0.0,0.0,0.0,,0.0,,0.2,2.1,0.0,0.0,0.0,7.6,2.6,,,87.0,72.0,82.0,84.0,82.0,70.0,,81.0,,75.0,58.0,78.0,71.0,70.0,35.0,65.0,,,
123,61,Jason Huntley,PHI,1,RB,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,13,0,51,0,0,0,3.92,2.69,1,0.08,0,1,0,7.7,0.0,0,0,0.0,0.0,0,0,5.1,0.16,0.39,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,51.0,
124,34,Jaylen Samuels,HST,3,RB,4,3,0,14,0,0,0,1,75.0,-0.75,3.5,4.67,5.33,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,0,9,0,0,0,1.8,2.4,1,0.2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.3,0.29,0.66,,,,,,,,,,,,,0.2,,,0.0,5.1,,,,,,,,,,,,,,69.0,,,89.0,45.0,,
125,167,Jeffery Simmons,TEN,0,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,83.0,
126,108,Jeremy McNichols,TEN,14,RB,34,28,0,240,0,1,0,1,82.4,-0.47,7.06,8.57,9.18,4,3,1,11.8,10.7,100.0,1,0,2.9,0.0,0.0,41,0,156,0,0,0,3.8,2.56,6,0.15,0,5,0,12.2,0.0,1,0,2.4,0.0,0,0,73.6,0.27,1.07,6.3,5.9,8.6,16.5,5.5,0.0,2.0,6.3,6.5,1.8,,,,1.6,8.1,3.1,1.4,,42.0,44.0,34.0,18.0,49.0,70.0,54.0,48.0,41.0,60.0,,,,58.0,32.0,62.0,73.0,,
127,4,Jermar Jefferson,DET,6,RB,5,4,0,23,0,0,0,0,80.0,0.4,4.6,5.75,5.25,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,15,0,74,0,2,0,4.93,2.4,0,0.0,0,2,1,13.3,50.0,0,0,0.0,0.0,0,0,25.7,0.71,1.35,,,,,,,,12.9,,10.1,,0.0,1.8,0.0,0.9,,,,,,,,,,,24.0,,25.0,,78.0,60.0,70.0,74.0,,,,
128,77,John Kelly,CLV,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,13,0,0,0,6.5,4.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.3,0.43,0.65,,,,,,,1.3,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,
129,36,Johnny Stanton,CLV,3,RB,2,2,0,7,0,1,0,0,100.0,2.0,3.5,3.5,1.5,1,1,1,50.0,50.0,100.0,1,1,50.0,50.0,100.0,3,0,5,0,0,0,1.67,1.0,0,0.0,0,1,0,33.3,0.0,1,0,33.3,0.0,0,0,9.2,0.66,1.84,,,,,,1.6,7.6,,,0.0,,,,,,,,,,,,,,56.0,34.0,,,77.0,,,,,,,,,
130,93,Jonathan Ward,ARZ,8,RB,3,3,0,34,0,0,0,0,100.0,2.33,11.33,11.33,9.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,33,0,0,0,3.67,2.11,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,9.7,0.2,0.81,,,,0.0,,1.4,0.7,,,,,,,0.0,2.5,0.3,3.6,1.2,,,,84.0,,59.0,68.0,,,,,,,70.0,65.0,84.0,55.0,75.0,
131,127,Jonathan Williams,WAS,5,RB,5,4,0,28,0,0,0,0,80.0,-1.2,5.6,7.0,9.5,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,17,0,79,0,1,0,4.65,4.24,3,0.18,0,4,1,23.5,100.0,2,1,11.8,100.0,0,0,20.7,0.38,0.99,,,,,,,,,,,,,,10.5,0.5,2.1,3.1,4.5,,,,,,,,,,,,,,26.0,76.0,70.0,58.0,56.0,
132,129,Jordan Howard,PHI,7,RB,3,2,0,19,0,0,0,1,66.7,2.67,6.33,9.5,5.5,1,1,0,33.3,50.0,0.0,0,0,0.0,0.0,0.0,86,0,406,0,3,0,4.72,3.14,14,0.16,0,24,3,27.9,100.0,8,3,9.3,100.0,0,0,62.5,0.41,0.71,,,,,,,,17.7,13.1,8.3,6.3,,,,6.9,7.6,2.6,,,,,,,,,13.0,18.0,36.0,36.0,,,,41.0,39.0,62.0,,
133,90,Jordan Wilkins,TEN,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,
134,81,Justin Jackson,LAC,13,RB,24,22,0,178,0,0,0,2,91.7,0.67,7.42,8.09,7.68,5,5,0,20.8,22.7,0.0,0,0,0.0,0.0,0.0,68,1,364,0,2,0,5.35,3.56,4,0.06,1,20,2,29.4,100.0,2,0,2.9,0.0,0,1,88.2,0.38,0.98,1.7,3.9,0.0,5.3,,1.7,,7.9,,,0.2,,4.1,5.2,10.9,36.2,9.1,2.0,68.0,52.0,82.0,48.0,,55.0,,37.0,,,80.0,,44.0,41.0,24.0,1.0,31.0,69.0,
135,57,Kalen Ballage,PIT,9,RB,7,2,0,8,0,0,0,2,28.6,-0.29,1.14,4.0,4.5,1,0,0,14.3,0.0,0.0,0,0,0.0,0.0,0.0,12,0,36,0,0,0,3.0,2.58,3,0.25,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.4,0.1,0.46,,,,0.0,0.0,1.5,,-0.3,1.2,0.0,0.3,3.7,,,,,,0.0,,,,84.0,82.0,58.0,,94.0,67.0,77.0,78.0,52.0,,,,,,83.0,
136,187,Keith Smith,ATL,17,RB,10,9,0,56,0,0,0,1,90.0,1.8,5.6,6.22,4.56,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,0,31,0,0,0,3.44,2.0,0,0.0,0,1,0,11.1,0.0,0,0,0.0,0.0,0,0,17.7,0.07,0.98,6.1,0.3,0.0,0.2,0.0,,1.6,0.0,0.0,0.5,2.9,3.6,1.2,0.0,0.0,0.0,0.0,1.3,45.0,80.0,82.0,80.0,82.0,,59.0,81.0,75.0,73.0,53.0,55.0,64.0,70.0,79.0,89.0,83.0,73.0,
137,69,Kene Nwangwu,MIN,6,RB,5,4,0,9,0,0,0,0,80.0,-1.4,1.8,2.25,5.0,1,0,0,20.0,0.0,0.0,0,0,0.0,0.0,0.0,13,0,61,0,0,0,4.69,4.85,5,0.38,0,3,0,23.1,0.0,1,0,7.7,0.0,0,1,11.0,0.37,0.65,,,,,,,,,,,,0.7,2.4,,3.3,3.3,,0.4,,,,,,,,,,,,73.0,55.0,,61.0,59.0,,78.0,
138,148,Kenjon Barner,TB,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,0,0,0,0,0,0.0,1.25,0,0.0,0,1,0,25.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,83.0,
139,165,Khari Blasingame,TEN,11,RB,2,2,0,4,0,0,0,0,100.0,0.0,2.0,2.0,2.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,0,6,0,0,0,2.0,2.67,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.0,0.03,0.6,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.6,,,0.0,0.9,0.0,1.5,87.0,85.0,,84.0,82.0,70.0,75.0,,,,,74.0,,,79.0,80.0,83.0,72.0,
140,159,Khyiris Tonga,CHI,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,83.0,,
141,18,Kylin Hill,GB,4,RB,2,1,0,5,0,0,0,0,50.0,-2.5,2.5,5.0,7.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10,0,24,0,0,0,2.4,1.9,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.9,0.15,0.35,1.4,0.8,,,1.5,,0.2,,,,,,,,,,,,74.0,74.0,,,70.0,,72.0,,,,,,,,,,,,
142,91,La'Mical Perine,NYJ,3,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,0,31,0,0,0,3.88,2.75,2,0.25,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.1,0.13,0.39,,,,,,,0.0,0.3,,,,,,2.8,,,,,,,,,,,75.0,79.0,,,,,,50.0,,,,,
143,17,Larry Rountree III,LAC,8,RB,2,1,0,-1,0,0,0,1,50.0,-1.0,-0.5,-1.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,36,0,87,0,1,0,2.42,1.97,3,0.08,0,7,1,19.4,100.0,2,1,5.6,100.0,0,0,15.6,0.15,0.42,2.7,0.8,0.3,3.1,,,,1.1,0.1,7.0,0.5,,,,,,,,61.0,74.0,79.0,57.0,,,,73.0,74.0,39.0,73.0,,,,,,,,
144,149,Latavius Murray,BLT,14,RB,13,10,0,75,0,0,0,2,76.9,0.23,5.77,7.5,6.9,4,2,0,30.8,20.0,0.0,0,0,0.0,0.0,0.0,119,1,501,1,6,1,4.21,3.2,12,0.1,0,22,5,18.5,83.3,6,2,5.0,33.3,0,0,103.6,0.27,0.8,8.8,9.6,2.8,11.9,5.0,13.6,,,,,5.3,1.4,5.5,6.1,6.1,3.4,3.1,21.0,34.0,27.0,59.0,27.0,50.0,21.0,,,,,39.0,69.0,38.0,36.0,45.0,56.0,58.0,7.0,
145,151,Le'Veon Bell,TB,8,RB,7,5,0,30,0,1,0,1,71.4,0.29,4.29,6.0,5.2,1,1,1,14.3,20.0,100.0,0,0,0.0,0.0,0.0,39,0,101,0,2,0,2.59,1.92,8,0.21,0,7,2,17.9,100.0,3,2,7.7,100.0,1,1,36.1,0.21,0.82,,,,1.1,,7.8,1.4,,10.8,0.1,,,,,,-0.1,6.5,8.5,,,,71.0,,37.0,60.0,,27.0,76.0,,,,,,103.0,38.0,33.0,
146,166,Leki Fotu,ARZ,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,
147,134,Malcolm Brown,MIA,7,RB,4,3,0,10,0,0,0,0,75.0,0.5,2.5,3.33,3.0,1,1,0,25.0,33.3,0.0,0,0,0.0,0.0,0.0,33,0,125,0,1,0,3.79,2.79,5,0.15,0,7,0,21.2,0.0,4,0,12.1,0.0,0,0,22.5,0.17,0.63,1.6,2.1,9.1,3.7,0.0,4.1,1.9,,,,,,,,,,,,70.0,67.0,32.0,52.0,82.0,45.0,55.0,,,,,,,,,,,,
148,186,Malcom Brown,JAX,5,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,77.0,83.0,,71.0,,79.0,89.0,,,
149,171,Matthew Adams,IND,1,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,
150,6,Mekhi Sargent,JAX,4,RB,1,0,0,0,0,0,0,1,0.0,-5.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,0,11,0,0,0,2.2,1.6,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.1,0.18,0.22,0.2,,0.2,,,,,,,,,,0.5,,,,,0.2,83.0,,80.0,,,,,,,,,,67.0,,,,,80.0,
151,150,Micah Hyde,BUF,4,RB,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,85.0,82.0,84.0,82.0,,,,,,,,,,,,,,
152,185,Michael Burton,KC,16,RB,3,3,0,31,0,0,0,0,100.0,-2.33,10.33,10.33,12.67,1,1,0,33.3,33.3,0.0,0,0,0.0,0.0,0.0,8,0,26,0,1,0,3.25,2.13,1,0.13,0,3,1,37.5,100.0,1,0,12.5,0.0,0,0,14.7,0.15,1.34,0.2,2.1,0.0,0.5,0.2,0.0,,0.0,0.0,0.0,0.0,,0.3,0.3,10.7,0.2,0.2,0.0,83.0,67.0,82.0,75.0,79.0,70.0,,81.0,75.0,77.0,83.0,,68.0,67.0,25.0,86.0,78.0,83.0,
153,80,Mike Boone,DEN,4,RB,2,2,0,22,0,0,0,0,100.0,-0.5,11.0,11.0,11.5,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,0,35,0,0,0,8.75,2.5,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,7.7,0.31,1.28,,,,,,1.3,,0.0,,,,,6.4,,,,0.0,,,,,,,60.0,,81.0,,,,,36.0,,,,83.0,,
